Parti,Total Interactions,Likes,All Reactions,Comments,Shares,Owned Post Views,Owned Views from Shares,Owned Total Views,Views on Shared Posts,Views While Live,Video Time,3-Min+ Videos,Loves,Wows,Hahas,Sads,Angrys,Cares,Total Posts,Photo Posts,Link Posts,Status Posts,Owned Video Posts,Shared Video Posts,Other Video Posts,Page Likes,Page Growth,Page Followers,Page Follower Growth,Antal sider,Month,Totale interaktioner per opslag,Kommentarer per opslag,Delinger per opslag,Videovisninger per videoopslag,Interaktion per post per følger,Interaktion per følger,Angry per opslag,Love per opslag,Reaktioner per post,Andel foto post af total,Andel link post af total,Andel tekst post af total,Andel owned video post af total,Andel delte video post af total,Andel andre video post af total,Blok
Frie Grønne,41717,23727,29488,10406,1823,119706,44003,163709,2753,330,13,1,3004,60,1370,626,495,206,99,53,12,4,24,6,0,27022,557,29914,539,4,20220515,421,105,18,4988,0,01,"5,0","30,3",298,"53,54%","12,12%","4,04%","24,24%","6,06%","0,00%",Rød blok
Konservative,216713,155078,175914,32328,8471,332978,22505,355483,3586,3,91,4,7329,698,3801,1660,2635,4713,1734,1376,170,56,73,55,4,570319,3394,604403,3078,478,20220515,125,19,05,4561,0,0,"1,5","4,2",101,"79,35%","9,80%","3,23%","4,21%","3,17%","0,23%",Blå blok
Kristendemokraterne,18180,11790,14573,2762,845,18346,7142,25488,1687,73,7,1,912,86,212,604,190,779,203,122,32,22,12,13,2,66216,175,68894,120,27,20220515,90,14,04,1529,0,0,"0,9","4,5",72,"60,10%","15,76%","10,84%","5,91%","6,40%","0,99%",Blå blok
Liberal Alliance,162391,122107,132752,17422,12217,1143072,316678,1459750,12943,4947,47,4,4560,330,4217,290,1050,198,431,224,90,46,30,38,3,333071,4251,361009,4143,184,20220515,377,40,28,38102,0,0,"2,4","10,6",308,"51,97%","20,88%","10,67%","6,96%","8,82%","0,70%",Blå blok
Løsgænger,33970,22812,26431,6213,1326,288,66,354,365,0,0,0,1133,280,487,817,704,198,78,65,8,3,1,1,0,50636,41,77518,-53,6,20220515,436,80,17,288,0,0,"9,0","14,5",339,"83,33%","10,26%","3,85%","1,28%","1,28%","0,00%",Andet
Moderaterne,35469,28688,29923,5081,465,108958,11324,120282,912,1694,11,1,751,48,146,16,97,177,30,12,5,4,8,1,0,221394,22,222657,10,6,20220515,1182,169,16,13620,0,0,"3,2","25,0",997,"40,00%","16,67%","13,33%","26,67%","3,33%","0,00%",Blå blok
Nye Borgerlige,472162,350484,382274,47821,42067,1381530,296740,1678270,2488,7,114,10,9503,1998,11032,1008,7092,1157,859,574,138,50,48,41,8,551610,5472,654897,5184,113,20220515,550,56,49,28782,0,01,"8,3","11,1",445,"66,82%","16,07%","5,82%","5,59%","4,77%","0,93%",Blå blok
Radikale Venstre,102713,62059,79272,19568,3873,173065,18715,191780,3504,1108,37,2,8562,268,3173,1541,2763,906,994,673,129,73,64,49,6,556238,1049,575361,877,233,20220515,103,20,04,2704,0,0,"2,8","8,6",80,"67,71%","12,98%","7,34%","6,44%","4,93%","0,60%",Rød blok
Socialdemokratiet,871589,625831,721114,130008,20467,480212,42042,522254,15784,2147,201,20,54760,1922,12848,2750,8946,14057,3001,2352,305,145,150,40,9,1656399,43821,1765857,43619,563,20220515,290,43,07,3201,0,0,"3,0","18,3",240,"78,37%","10,16%","4,83%","5,00%","1,33%","0,30%",Rød blok
Socialistisk Folkeparti,222192,147059,178982,35787,7423,786819,67827,854646,22230,206,85,10,14875,723,2582,4662,4267,4814,1177,889,98,93,53,42,2,668050,2051,688422,1933,326,20220515,189,30,06,14846,0,0,"3,6","12,6",152,"75,53%","8,33%","7,90%","4,50%","3,57%","0,17%",Rød blok
Veganerpartiet,13303,7118,10352,1816,1135,3896,2990,6886,147,14,55,2,1982,35,120,674,243,180,86,58,11,2,5,7,3,21215,134,23666,146,8,20220515,155,21,13,779,0,01,"2,8","23,1",120,"67,44%","12,79%","2,33%","5,81%","8,14%","3,49%",Rød blok
Venstre,308923,197606,231417,65852,11654,481461,96012,577473,15083,2656,101,4,5507,1008,9726,1381,12463,3726,2742,2065,326,79,136,121,15,890883,3936,933169,3682,608,20220515,113,24,04,3540,0,0,"4,6","2,0",84,"75,31%","11,89%","2,88%","4,96%","4,41%","0,55%",Blå blok
Alternativet,45163,25406,32933,8255,3975,162628,23528,186156,872,206,15,1,3793,573,1050,1112,704,295,508,289,162,8,21,21,7,218344,945,221283,979,116,20220615,89,16,08,7744,0,0,"1,4","7,5",65,"56,89%","31,89%","1,57%","4,13%","4,13%","1,38%",Rød blok
Andet,58859,30488,39271,15914,3674,659657,29920,689577,3238,43320,28,3,3800,164,1689,799,1566,765,419,256,95,21,36,10,1,191193,1042,202118,1227,116,20220615,140,38,09,18324,0,0,"3,7","9,1",94,"61,10%","22,67%","5,01%","8,59%","2,39%","0,24%",Andet
Danmarksdemokraterne,80668,56832,63166,13148,4354,166792,35884,202676,32442,0,2,0,5577,64,295,39,142,217,10,3,1,0,4,2,0,195995,3508,214021,3486,2,20220615,8067,1315,435,41698,0,0,"14,2","557,7",6317,"30,00%","10,00%","0,00%","40,00%","20,00%","0,00%",Blå blok
Dansk Folkeparti,245245,163309,181453,36955,26837,1049629,428447,1478076,6776,4516,45,3,9194,548,4055,452,2700,1195,951,631,139,70,56,50,5,556219,3121,565605,3000,147,20220615,258,39,28,18743,0,0,"2,8","9,7",191,"66,35%","14,62%","7,36%","5,89%","5,26%","0,53%",Blå blok
Enhedslisten,142506,90370,111307,24902,6297,53319,12091,65410,1321,0,24,2,9705,386,1876,3904,2901,2165,881,619,163,39,28,18,14,499527,1233,514751,1133,163,20220615,162,28,07,1904,0,0,"3,3","11,0",126,"70,26%","18,50%","4,43%","3,18%","2,04%","1,59%",Rød blok
Frie Grønne,71630,33210,45598,22538,3494,483319,140314,623633,2728,160,17,2,3514,478,3923,1908,1788,777,107,74,9,1,18,4,1,28186,1154,30998,1072,4,20220615,669,211,33,26851,0,02,"16,7","32,8",426,"69,16%","8,41%","0,93%","16,82%","3,74%","0,93%",Rød blok
Konservative,221960,157370,178243,31349,12368,133506,21560,155066,1692,164,139,12,6781,723,3105,3302,3014,3948,1671,1358,128,43,110,25,7,583474,3458,618128,3199,479,20220615,133,19,07,1214,0,0,"1,8","4,1",107,"81,27%","7,66%","2,57%","6,58%","1,50%","0,42%",Blå blok
Kristendemokraterne,9486,6189,7541,980,965,8274,2503,10777,875,0,40,3,284,12,23,422,29,582,221,142,33,3,16,27,0,57001,-19,58979,-33,26,20220615,43,04,04,517,0,0,"0,1","1,3",34,"64,25%","14,93%","1,36%","7,24%","12,22%","0,00%",Blå blok
Liberal Alliance,131159,102285,108774,11721,10664,176483,126656,303139,7424,0,49,4,2131,251,1331,749,434,1593,427,252,89,36,20,27,3,335427,2234,363291,2153,184,20220615,307,27,25,8824,0,0,"1,0","5,0",255,"59,02%","20,84%","8,43%","4,68%","6,32%","0,70%",Blå blok
Løsgænger,90896,61974,72871,15076,2949,1209,18,1227,19518,0,0,0,2237,512,3266,1948,1068,1866,113,92,9,5,3,4,0,195659,507,222784,414,10,20220615,804,133,26,403,0,0,"9,5","19,8",645,"81,42%","7,96%","4,42%","2,65%","3,54%","0,00%",Andet
Moderaterne,49212,39654,44131,4280,801,144486,11204,155690,0,5255,9,0,1731,49,289,221,146,2041,76,37,10,9,18,0,2,222374,596,223667,592,6,20220615,648,56,11,8027,0,0,"1,9","22,8",581,"48,68%","13,16%","11,84%","23,68%","0,00%","2,63%",Blå blok
Nye Borgerlige,521355,367851,416353,59878,45124,998255,359048,1357303,2404,1,86,9,19577,2071,12625,1834,9874,2521,799,547,124,33,53,36,6,559524,7675,662806,7681,113,20220615,653,75,56,18835,0,01,"12,4","24,5",521,"68,46%","15,52%","4,13%","6,63%","4,51%","0,75%",Blå blok
Radikale Venstre,95735,58837,73661,14031,8043,27398,12460,39858,15005,985,25,5,6798,309,1838,1597,2514,1768,721,514,105,45,30,21,6,557715,976,576723,836,233,20220615,133,19,11,913,0,0,"3,5","9,4",102,"71,29%","14,56%","6,24%","4,16%","2,91%","0,83%",Rød blok
Socialdemokratiet,661284,453737,536917,103181,21186,408382,79791,488173,42635,3258,192,17,38746,1995,10169,7918,5623,18729,2388,1864,227,82,151,52,12,1626485,4613,1736133,4376,562,20220615,277,43,09,2705,0,0,"2,4","16,2",225,"78,06%","9,51%","3,43%","6,32%","2,18%","0,50%",Rød blok
Socialistisk Folkeparti,300007,200376,249362,38220,12425,475464,25192,500656,10392,63,35,4,28520,517,4166,5290,2442,8051,1125,837,113,87,46,39,3,671004,2860,691292,2785,326,20220615,267,34,11,10336,0,0,"2,2","25,4",222,"74,40%","10,04%","7,73%","4,09%","3,47%","0,27%",Rød blok
Veganerpartiet,12456,6857,9942,1618,896,4411,322,4733,2042,307,0,0,1325,104,499,572,320,265,85,57,11,0,6,10,1,21347,122,23786,111,8,20220615,147,19,11,735,0,01,"3,8","15,6",117,"67,06%","12,94%","0,00%","7,06%","11,76%","1,18%",Rød blok
Venstre,412083,215835,337934,62669,11480,175701,20172,195873,6650,453,137,7,14714,679,6469,20048,4266,75923,2239,1753,237,74,116,53,6,897720,6691,939610,6286,608,20220615,184,28,05,1515,0,0,"1,9","6,6",151,"78,29%","10,59%","3,31%","5,18%","2,37%","0,27%",Blå blok
Alternativet,24115,12771,16281,5666,2168,29777,5056,34833,1458,0,5,1,1558,139,273,880,266,394,367,213,117,5,8,20,4,218751,351,221611,274,116,20220715,66,15,06,3722,0,0,"0,7","4,2",44,"58,04%","31,88%","1,36%","2,18%","5,45%","1,09%",Rød blok
Andet,58171,30278,40865,12237,5069,1483265,58124,1541389,4403,79218,46,6,3647,243,2416,1080,1785,1416,255,101,92,16,35,6,5,193100,1897,203753,1624,116,20220715,228,48,20,42379,0,0,"7,0","14,3",160,"39,61%","36,08%","6,27%","13,73%","2,35%","1,96%",Andet
Danmarksdemokraterne,81369,61176,71858,7809,1702,301526,51058,352584,0,0,3,0,6365,67,305,1276,161,2508,14,8,1,1,4,0,0,263361,2263,279726,2482,3,20220715,5812,558,122,75382,0,0,"11,5","454,6",5133,"57,14%","7,14%","7,14%","28,57%","0,00%","0,00%",Blå blok
Dansk Folkeparti,133625,80046,96883,20660,16082,318609,52384,370993,2253,9,24,2,7954,968,1967,882,3135,1931,633,456,83,37,25,27,5,561529,870,571190,765,148,20220715,211,33,25,12744,0,0,"5,0","12,6",153,"72,04%","13,11%","5,85%","3,95%","4,27%","0,79%",Blå blok
Enhedslisten,117920,66601,86257,25420,6243,29291,3354,32645,3878,4,17,0,7809,244,3668,1530,3451,2954,466,315,90,26,18,15,2,500859,1273,515909,1109,163,20220715,253,55,13,1627,0,0,"7,4","16,8",185,"67,60%","19,31%","5,58%","3,86%","3,22%","0,43%",Rød blok
Frie Grønne,19960,10889,14650,4663,647,56473,2443,58916,66,0,3,0,1058,54,770,694,569,616,76,54,8,1,11,2,0,28399,209,31152,155,4,20220715,263,61,09,5134,0,01,"7,5","13,9",193,"71,05%","10,53%","1,32%","14,47%","2,63%","0,00%",Rød blok
Konservative,159763,106930,122168,23187,14408,212309,45133,257442,4720,2137,55,4,5312,576,3124,1704,1633,2889,903,678,105,44,37,34,5,587616,3384,622097,3120,481,20220715,177,26,16,5738,0,0,"1,8","5,9",135,"75,08%","11,63%","4,87%","4,10%","3,77%","0,55%",Blå blok
Kristendemokraterne,7716,5293,5805,852,1059,286,1633,1919,176,0,2,0,352,6,14,44,8,88,139,91,25,12,2,8,1,57002,5,58947,-28,26,20220715,56,06,08,143,0,0,"0,1","2,5",42,"65,47%","17,99%","8,63%","1,44%","5,76%","0,72%",Blå blok
Liberal Alliance,79129,61001,64539,8478,6112,46012,2815,48827,5317,0,4,0,1257,137,1345,174,487,138,406,294,61,27,6,16,2,338072,2776,365741,2599,182,20220715,195,21,15,7669,0,0,"1,2","3,1",159,"72,41%","15,02%","6,65%","1,48%","3,94%","0,49%",Blå blok
Løsgænger,14967,10858,12463,2133,371,22078,30,22108,807,0,0,0,665,58,70,377,182,253,46,28,5,6,3,3,1,55540,24,82324,-57,8,20220715,325,46,08,7359,0,0,"4,0","14,5",271,"60,87%","10,87%","13,04%","6,52%","6,52%","2,17%",Andet
Moderaterne,84504,71486,77101,6238,1165,258967,17693,276660,211,16026,2,0,4524,77,375,68,103,468,45,21,10,8,5,1,0,222747,332,224024,316,6,20220715,1878,139,26,51793,0,0,"2,3","100,5",1713,"46,67%","22,22%","17,78%","11,11%","2,22%","0,00%",Blå blok
Nye Borgerlige,413220,291898,323566,51806,37848,750650,203232,953882,1567,0,68,11,10798,740,14798,561,2881,1890,524,349,87,28,31,23,6,565908,6146,669157,6119,113,20220715,789,99,72,24215,0,01,"5,5","20,6",617,"66,60%","16,60%","5,34%","5,92%","4,39%","1,15%",Blå blok
Radikale Venstre,57586,31227,39105,14738,3743,249950,718,250668,160,143,5,0,3004,217,1426,542,1863,826,494,252,153,49,11,24,5,568646,1461,587683,1387,234,20220715,117,30,08,22723,0,0,"3,8","6,1",79,"51,01%","30,97%","9,92%","2,23%","4,86%","1,01%",Rød blok
Socialdemokratiet,661499,442036,549919,99339,12241,121428,18265,139693,7016,789,26,4,54780,1497,7246,10766,3367,30227,1074,833,101,65,54,15,6,1630113,3527,1739010,2798,562,20220715,616,92,11,2249,0,0,"3,1","51,0",512,"77,56%","9,40%","6,05%","5,03%","1,40%","0,56%",Rød blok
Socialistisk Folkeparti,126869,81670,103242,16368,7259,12543,1281,13824,710,303,6,1,11497,269,371,3019,838,5578,440,308,69,41,11,9,2,677752,6660,697642,6283,326,20220715,288,37,16,1140,0,0,"1,9","26,1",235,"70,00%","15,68%","9,32%","2,50%","2,05%","0,45%",Rød blok
Veganerpartiet,8349,5097,6595,1091,663,776,251,1027,121,12,0,0,679,19,76,413,38,273,73,57,4,0,3,7,2,21446,99,23854,67,8,20220715,114,15,09,259,0,0,"0,5","9,3",90,"78,08%","5,48%","0,00%","4,11%","9,59%","2,74%",Rød blok
Venstre,234068,161361,184573,40604,8891,139567,9638,149205,2726,1000,12,0,5722,802,6613,963,6528,2584,1278,978,165,43,52,35,5,899854,3079,941299,2706,606,20220715,183,32,07,2684,0,0,"5,1","4,5",144,"76,53%","12,91%","3,36%","4,07%","2,74%","0,39%",Blå blok
Alternativet,69880,38618,50511,12333,7036,166631,56566,223197,4115,193,27,2,5687,741,2116,2104,715,530,701,485,128,23,17,41,7,248495,1036,254407,886,146,20220815,100,18,10,9802,"0,0","0,0",01,"8,1",72,"69,19%","18,26%","3,28%","2,43%","5,85%","1,00%",Rød blok
Andet,89486,37685,49338,34083,6065,1307308,68586,1375894,553,207559,54,5,6136,362,1832,483,1930,910,409,174,151,14,59,5,6,193623,1728,203798,1492,115,20220815,219,83,15,22158,"0,0","0,0",05,15,121,"42,54%","36,92%","3,42%","14,43%","1,22%","1,47%",Andet
Danmarksdemokraterne,79037,56067,60904,12536,5597,51131,14286,65417,854,0,10,0,1919,144,1384,124,1000,266,278,171,53,14,25,12,3,292941,2740,310520,3198,30,20220815,284,45,20,2045,"0,0","0,0",04,"6,9",219,"61,51%","19,06%","5,04%","8,99%","4,32%","1,08%",Blå blok
Dansk Folkeparti,185692,111711,136701,31073,17918,480529,73394,553923,1610,535,91,6,14546,1152,2482,1042,3706,2062,1051,772,139,45,54,40,1,557649,2164,567218,1940,154,20220815,177,30,17,8899,"0,0","0,0",04,"13,8",130,"73,45%","13,23%","4,28%","5,14%","3,81%","0,10%",Blå blok
Enhedslisten,113627,69142,86502,21781,5344,69496,10600,80096,1165,6,11,0,7757,250,4617,1540,1772,1424,838,575,176,45,15,19,8,512322,1535,528119,1452,182,20220815,136,26,06,4633,"0,0","0,0",02,"9,3",103,"68,62%","21,00%","5,37%","1,79%","2,27%","0,95%",Rød blok
Frie Grønne,38069,19111,26067,10409,1593,144404,15691,160095,272,0,61,2,3152,136,1445,866,892,465,182,114,14,4,33,17,0,29621,424,32480,423,8,20220815,209,57,09,4376,"0,0","1,0",05,"17,3",143,"62,64%","7,69%","2,20%","18,13%","9,34%","0,00%",Rød blok
Konservative,366402,251263,284101,60423,21878,702264,29443,731707,1855,3295,150,13,14721,1189,8444,1918,3911,2655,2213,1772,188,45,145,51,12,624877,7037,659649,6896,506,20220815,166,27,10,4843,"0,0","1,0",02,"6,7",128,"80,07%","8,50%","2,03%","6,55%","2,30%","0,54%",Blå blok
Kristendemokraterne,10345,7241,7804,1393,1148,11412,4053,15465,399,493,18,4,295,35,108,29,31,65,373,256,59,12,17,26,3,61534,477,65080,626,39,20220815,28,04,03,671,"0,0","0,0",0,"0,8",21,"68,63%","15,82%","3,22%","4,56%","6,97%","0,80%",Blå blok
Liberal Alliance,125097,96576,106425,12428,6244,334411,79987,414398,16618,16,30,1,4222,259,4320,234,624,190,861,564,138,51,42,57,9,410770,3782,413103,3896,213,20220815,145,14,07,7962,"0,0","0,0",01,"4,9",124,"65,51%","16,03%","5,92%","4,88%","6,62%","1,05%",Blå blok
Løsgænger,40791,30715,34124,5474,1193,0,0,0,0,0,0,0,990,208,312,919,529,451,40,37,1,1,0,0,1,112641,-48,141013,-172,4,20220815,1020,137,30,0,"0,0","0,0",13,"24,8",853,"92,50%","2,50%","2,50%","0,00%","0,00%","2,50%",Andet
Moderaterne,31376,23915,25873,4743,760,90131,3269,93400,561,4981,10,1,877,37,556,74,142,272,221,145,37,12,22,5,0,227606,725,229016,767,30,20220815,142,21,03,4097,"0,0","0,0",01,4,117,"65,61%","16,74%","5,43%","9,95%","2,26%","0,00%",Blå blok
Nye Borgerlige,633101,474504,509244,71663,52194,1903468,413096,2316564,24755,20,177,23,15057,1609,10131,1712,3947,2284,982,702,124,34,84,36,2,615483,7159,719711,6557,132,20220815,645,73,53,22660,"0,0","1,0",04,"15,3",519,"71,49%","12,63%","3,46%","8,55%","3,67%","0,20%",Blå blok
Radikale Venstre,112137,67131,83778,22419,5940,100385,10636,111021,3018,941,39,1,6556,470,5181,1285,1844,1311,1027,674,186,70,47,44,6,640380,1461,667038,1331,247,20220815,109,22,06,2136,"0,0","0,0",02,"6,4",82,"65,63%","18,11%","6,82%","4,58%","4,28%","0,58%",Rød blok
Socialdemokratiet,782511,493810,580714,162638,39159,871097,90978,962075,11530,1652,92,7,36178,1626,29738,1454,10444,7464,2694,2097,314,90,117,72,4,1665765,6490,1771136,5589,580,20220815,290,60,15,7445,"0,0","0,0",04,"13,4",216,"77,84%","11,66%","3,34%","4,34%","2,67%","0,15%",Rød blok
Socialistisk Folkeparti,318628,187666,225082,44606,48940,1142513,37395,1179908,1821,824,46,6,20850,672,4254,3295,3082,5263,1247,915,162,80,50,31,9,683860,4422,703899,4208,345,20220815,256,36,39,22850,"0,0","0,0",03,"16,7",180,"73,38%","12,99%","6,42%","4,01%","2,49%","0,72%",Rød blok
Venstre,313311,203783,234397,58827,20087,439476,39375,478851,5027,278,52,2,6772,1299,10179,2125,7039,3200,2244,1726,280,72,96,68,2,937361,6000,982975,5689,613,20220815,140,26,09,4578,"0,0","0,0",03,3,104,"76,92%","12,48%","3,21%","4,28%","3,03%","0,09%",Blå blok
Alternativet,76210,43350,59226,12760,4224,82392,21886,104278,2667,1614,58,5,7397,267,6215,553,683,761,914,602,170,20,43,70,9,250593,1313,256230,985,148,20220915,83,14,05,1916,0,"0,0","0,7",08,65,"65,86%","18,60%","2,19%","4,70%","7,66%","0,98%",Rød blok
Andet,59850,27601,36868,18639,4343,1249283,36390,1285673,11813,93668,73,10,3637,305,2125,650,1773,777,563,212,264,15,48,20,4,195473,1795,205371,1527,115,20220915,106,33,08,26027,0,0,"3,1","6,5",65,"37,66%","46,89%","2,66%","8,53%","3,55%","0,71%",Andet
Danmarksdemokraterne,132113,100310,108450,16833,6830,169202,45501,214703,2269,0,26,0,4126,333,1759,294,973,655,533,343,73,24,51,37,5,297911,3006,315905,3193,30,20220915,248,32,13,3318,0,0,"1,8","7,7",203,"64,35%","13,70%","4,50%","9,57%","6,94%","0,94%",Blå blok
Dansk Folkeparti,260177,161818,202611,33221,24345,718839,206911,925750,3631,7967,61,4,32059,800,2400,734,2852,1948,1301,945,139,47,64,97,9,565080,2743,574806,2583,155,20220915,200,26,19,11232,0,0,"2,2","24,6",156,"72,64%","10,68%","3,61%","4,92%","7,46%","0,69%",Blå blok
Enhedslisten,159916,101344,123941,28214,7761,104669,11618,116287,2264,47,68,8,11423,391,5374,1576,1762,2071,1184,821,222,66,37,33,5,515532,2662,530939,2253,182,20220915,135,24,07,2829,0,0,"1,5","9,6",105,"69,34%","18,75%","5,57%","3,13%","2,79%","0,42%",Rød blok
Frie Grønne,31315,18267,22693,6877,1745,166694,24625,191319,290,0,55,4,1549,71,1748,269,583,206,187,108,20,7,36,16,0,31698,403,34540,364,8,20220915,167,37,09,4630,0,01,"3,1","8,3",121,"57,75%","10,70%","3,74%","19,25%","8,56%","0,00%",Rød blok
Konservative,352012,232739,273099,64611,14302,384163,36015,420178,8167,1590,189,12,10611,1068,10084,1679,2619,14299,2446,1925,184,75,175,76,11,632885,6501,667345,6065,505,20220915,144,26,06,2195,0,01,"1,1","4,3",112,"78,70%","7,52%","3,07%","7,15%","3,11%","0,45%",Blå blok
Kristendemokraterne,15409,11090,11773,1848,1788,8015,7158,15173,527,0,18,1,290,24,164,70,33,102,434,301,63,25,19,26,0,61910,348,65423,323,39,20220915,36,04,04,422,0,0,"0,1","0,7",27,"69,35%","14,52%","5,76%","4,38%","5,99%","0,00%",Blå blok
Liberal Alliance,155626,120211,130966,16603,8057,659522,98366,757888,47325,10341,74,7,3473,349,5804,318,589,222,982,638,149,52,41,92,10,388334,4152,417896,3846,212,20220915,158,17,08,16086,0,0,"0,6","3,5",133,"64,97%","15,17%","5,30%","4,18%","9,37%","1,02%",Blå blok
Løsgænger,28420,20950,23958,3382,1080,0,0,0,0,0,0,0,1727,122,414,45,207,493,36,33,1,2,0,0,0,112608,-35,140896,-116,4,20220915,789,94,30,0,0,0,"5,8","48,0",666,"91,67%","2,78%","5,56%","0,00%","0,00%","0,00%",Andet
Moderaterne,51177,38581,42397,7609,1171,41269,3867,45136,4647,2273,18,2,1257,90,883,104,182,1300,274,174,38,26,27,8,1,230120,729,231890,810,31,20220915,187,28,04,1528,0,0,"0,7","4,6",155,"63,50%","13,87%","9,49%","9,85%","2,92%","0,36%",Blå blok
Nye Borgerlige,601427,451565,489754,59741,51932,1814225,349380,2163605,18246,2961,154,16,15169,1723,14961,1249,2976,2111,1066,731,138,39,91,61,6,623880,8151,727830,7908,132,20220915,564,56,49,19937,0,01,"2,8","14,2",459,"68,57%","12,95%","3,66%","8,54%","5,72%","0,56%",Blå blok
Radikale Venstre,100532,64005,79500,16193,4839,236508,17077,253585,3400,1523,81,7,6835,347,4049,1259,1626,1379,1164,836,127,73,79,45,4,640729,1477,666617,1006,246,20220915,86,14,04,2994,0,0,"1,4","5,9",68,"71,82%","10,91%","6,27%","6,79%","3,87%","0,34%",Rød blok
Socialdemokratiet,934645,599282,723261,182025,29359,1469809,141570,1611379,29763,13305,242,23,47839,2866,36167,5500,13947,17660,3299,2593,319,103,183,98,3,1670358,7028,1787965,15613,579,20220915,283,55,09,8032,0,01,"4,2","14,5",219,"78,60%","9,67%","3,12%","5,55%","2,97%","0,09%",Rød blok
Socialistisk Folkeparti,367546,232413,284810,55228,27508,589088,31820,620908,3859,366,139,12,27908,1794,7038,5723,2268,7666,1635,1191,191,129,79,36,9,691084,4846,710505,4161,345,20220915,225,34,17,7457,0,01,"1,4","17,1",174,"72,84%","11,68%","7,89%","4,83%","2,20%","0,55%",Rød blok
Venstre,350541,252652,282442,54790,13309,656901,56117,713018,6950,8179,87,6,7988,1018,13224,989,3578,2993,2901,2204,385,53,137,113,9,943077,5579,988724,4917,613,20220915,121,19,05,4795,0,0,"1,2","2,8",97,"75,97%","13,27%","1,83%","4,72%","3,90%","0,31%",Blå blok
Alternativet,242246,159229,200906,27135,14205,319157,47762,366919,6597,2129,179,8,32462,513,4847,799,1240,1816,3078,2100,385,91,215,233,54,261073,5513,266999,5493,164,20221015,79,09,05,1484,0,01,"0,4","10,5",65,"68,23%","12,51%","2,96%","6,99%","7,57%","1,75%",Rød blok
Andet,39840,24444,30500,5533,3807,1012851,21843,1034694,1202,15421,185,12,2409,149,1347,897,705,549,769,295,333,30,62,45,4,196172,659,205936,527,115,20221015,52,07,05,16336,0,0,"0,9","3,1",40,"38,36%","43,30%","3,90%","8,06%","5,85%","0,52%",Andet
Danmarksdemokraterne,458809,314816,369077,69104,20628,589100,78456,667556,5558,28744,120,2,18977,963,15377,2050,5627,11267,1721,1346,112,35,161,56,11,306205,8184,324687,8747,33,20221015,267,40,12,3659,0,01,"3,3","11,0",214,"78,21%","6,51%","2,03%","9,36%","3,25%","0,64%",Blå blok
Dansk Folkeparti,421969,280580,327325,55187,39457,2134772,226892,2361664,16653,21415,205,7,32502,700,5248,890,4739,2666,2508,1805,172,78,232,215,6,565030,3889,574752,4070,157,20221015,168,22,16,9202,0,01,"1,9","13,0",131,"71,97%","6,86%","3,11%","9,25%","8,57%","0,24%",Blå blok
Enhedslisten,450955,309844,368772,56366,25817,466740,57479,524219,18655,2020,162,6,36906,1318,12101,1208,4286,3109,3814,2631,403,176,214,338,52,523243,6613,538715,6650,186,20221015,118,15,07,2181,0,01,"1,1","9,7",97,"68,98%","10,57%","4,61%","5,61%","8,86%","1,36%",Rød blok
